edge_id,subject_id,subject_label,subject_type,relation_type,object_id,object_label,object_type,support_annotation_ids,source_passage_ids,support_types,evidence_snippets,review_layer
edge.concept.omission.contrary_to.concept.justice,concept.omission,Omission,sin_type,contrary_to,concept.justice,Justice,virtue,['ann.concept-omission-contrary-to-concept-justice-st-ii-ii-q079-a003-resp'],['st.ii-ii.q079.a003.resp'],['strong_textual_inference'],"['omission signifies the non-fulfilment of a good , not indeed of any good , but of a good that is due. Now good under the aspect of due belongs properly to justice ; to legal justice , if the thing due depends on Divine or human law ; to special justice , if th']",reviewed_doctrinal
edge.concept.particular_justice.species_of.concept.justice,concept.particular_justice,Particular Justice,virtue,species_of,concept.justice,Justice,virtue,['ann.concept-particular-justice-species-of-concept-justice-st-ii-ii-q058-a007-resp'],['st.ii-ii.q058.a007.resp'],['strong_textual_inference'],"['to direct man in relation to himself, such as temperance and fortitude , so too besides legal justice there is need for particular justice to direct man in his relations to other individuals .']",reviewed_doctrinal
edge.concept.paternal_right.species_of.concept.right,concept.paternal_right,Paternal Right,object,species_of,concept.right,Right,object,['ann.concept-paternal-right-species-of-concept-right-st-ii-ii-q057-a004-resp'],['st.ii-ii.q057.a004.resp'],['strong_textual_inference'],"['Right or just depends on commensuration with another person . Now ""another"" has a twofold signification. First, it may denote something that is other simply, as that which is altogether distinct; as, for example, two men neither of whom is subject to the other']",reviewed_doctrinal
edge.concept.positive_right.species_of.concept.right,concept.positive_right,Positive Right,object,species_of,concept.right,Right,object,['ann.concept-positive-right-species-of-concept-right-st-ii-ii-q057-a002-resp'],['st.ii-ii.q057.a002.resp'],['explicit_textual'],"['erson , or when this is decreed by the prince who is placed over the people, and acts in its stead, and this is called ""positive right.""']",reviewed_doctrinal
edge.concept.private_execution.abuses_role.concept.judge_role,concept.private_execution,Private Execution,wrong_act,abuses_role,concept.judge_role,Judge,role,['ann.concept-private-execution-abuses-role-concept-judge-role-st-ii-ii-q064-a003-resp'],['st.ii-ii.q064.a003.resp'],['strong_textual_inference'],"[""As stated above ( Article 2 ), it is lawful to kill an evildoer in so far as it is directed to the welfare of the whole community, so that it belongs to him alone who has charge of the community's welfare. Thus it belongs to a physician to cut off a decayed li""]",reviewed_doctrinal
edge.concept.private_execution.corrupts_process.concept.judicial_process,concept.private_execution,Private Execution,wrong_act,corrupts_process,concept.judicial_process,Judicial Process,process,['ann.concept-private-execution-corrupts-process-concept-judicial-process-st-ii-ii-q064-a003-resp'],['st.ii-ii.q064.a003.resp'],['strong_textual_inference'],"[""As stated above ( Article 2 ), it is lawful to kill an evildoer in so far as it is directed to the welfare of the whole community, so that it belongs to him alone who has charge of the community's welfare. Thus it belongs to a physician to cut off a decayed li""]",reviewed_doctrinal
edge.concept.public_execution.directed_to.concept.common_good,concept.public_execution,Public Execution of Evildoers,act_type,directed_to,concept.common_good,Common Good,end,['ann.concept-public-execution-directed-to-concept-common-good-st-ii-ii-q064-a002-resp'],['st.ii-ii.q064.a002.resp'],['explicit_textual'],"['infectious to the community, on account of some sin , it is praiseworthy and advantageous that he be killed in order to safeguard the common good , since ""a little leaven corrupteth the whole lump"" ( 1 Corinthians 5:6 ).']",reviewed_doctrinal
edge.concept.public_execution.requires.concept.judge_role,concept.public_execution,Public Execution of Evildoers,act_type,requires,concept.judge_role,Judge,role,['ann.concept-public-execution-requires-concept-judge-role-st-ii-ii-q064-a003-resp'],['st.ii-ii.q064.a003.resp'],['strong_textual_inference'],"[""cle 2 ), it is lawful to kill an evildoer in so far as it is directed to the welfare of the whole community, so that it belongs to him alone who has charge of the community's welfare. Thus it belongs to a physician to cut off a decayed limb, when he has been entrusted with the care of the health of""]",reviewed_doctrinal
edge.concept.rash_judgment.corrupts_process.concept.judicial_process,concept.rash_judgment,Rash Judgment,wrong_act,corrupts_process,concept.judicial_process,Judicial Process,process,['ann.concept-rash-judgment-corrupts-process-concept-judicial-process-st-ii-ii-q060-a003-resp'],['st.ii-ii.q060.a003.resp'],['strong_textual_inference'],"['As Tully says (De Invent. Rhet. ii), suspicion denotes evil thinking based on slight indications, and this is due to three causes . First, from a man being evil in himself, and from this very fact, as though conscious of his own wickedness , he is prone to']",reviewed_doctrinal
edge.concept.rash_judgment.species_of.concept.unjust_judgment,concept.rash_judgment,Rash Judgment,wrong_act,species_of,concept.unjust_judgment,Unjust Judgment,wrong_act,['ann.concept-rash-judgment-species-of-concept-unjust-judgment-st-ii-ii-q060-a003-resp'],['st.ii-ii.q060.a003.resp'],['strong_textual_inference'],"['As Tully says (De Invent. Rhet. ii), suspicion denotes evil thinking based on slight indications, and this is due to three causes . First, from a man being evil in himself, and from this very fact, as though conscious of his own']",reviewed_doctrinal
edge.concept.respect_of_persons.corrupts_process.concept.judicial_process,concept.respect_of_persons,Respect of Persons,sin_type,corrupts_process,concept.judicial_process,Judicial Process,process,['ann.concept-respect-of-persons-corrupts-process-concept-judicial-process-st-ii-ii-q063-a004-resp'],['st.ii-ii.q063.a004.resp'],['strong_textual_inference'],"['As stated above ( II-II:60:1 ), judgment is an act of justice , in as much as the judge restores to the equality of justice , those things which may cause an opposite inequality. Now respect of persons involves a certain inequality, in so far as something is a']",reviewed_doctrinal
edge.concept.respect_of_persons.harms_domain.concept.fairness_in_distribution,concept.respect_of_persons,Respect of Persons,sin_type,harms_domain,concept.fairness_in_distribution,Fairness in Distribution,domain,['ann.concept-respect-of-persons-harms-domain-concept-fairness-in-distribution-st-ii-ii-q063-a001-resp'],['st.ii-ii.q063.a001.resp'],['strong_textual_inference'],"['distributive justice . For the equality of distributive justice consists in allotting various things to various persons in proportion to their personal dignity. Accordingly, if one considers that personal property by reason of which the thing allotted to a particular person is due to him, this i']",reviewed_doctrinal
edge.concept.respect_of_persons.opposed_by.concept.distributive_justice,concept.respect_of_persons,Respect of Persons,sin_type,opposed_by,concept.distributive_justice,Distributive Justice,virtue,['ann.concept-respect-of-persons-opposed-by-concept-distributive-justice-st-ii-ii-q063-a001-resp'],['st.ii-ii.q063.a001.resp'],['explicit_textual'],"['Respect of persons is opposed to distributive justice . For the equality of distributive justice consists in allotting various things to various persons in proportion to their personal dignity. Accordingly, if one']",reviewed_doctrinal
edge.concept.restitution.directed_to.concept.fairness_in_exchange,concept.restitution,Restitution,act_type,directed_to,concept.fairness_in_exchange,Fairness in Exchange,domain,"['ann.concept-restitution-directed-to-concept-fairness-in-exchange-st-ii-ii-q062-a001-resp', 'ann.concept-restitution-directed-to-concept-fairness-in-exchange-st-ii-ii-q062-a003-resp']","['st.ii-ii.q062.a001.resp', 'st.ii-ii.q062.a003.resp']",['strong_textual_inference'],"['ly the same as to reinstate a person in the possession or dominion of his thing, so that in restitution we consider the equality of justice attending the payment of one thing for another, and this belongs to commutative justice . Hence restitution is an act of commutative justice , occasioned by on', ""When a man takes another's thing unjustly , two things must be considered. One is the inequality on the part of the thing, which inequality is sometimes void of injustice , as is the case in loans. The other is the sin of injustice , which is consistent with equality on the part o""]",reviewed_doctrinal
edge.concept.reviling.caused_by.concept.anger,concept.reviling,Reviling,wrong_act,caused_by,concept.anger,Anger,passion,['ann.concept-reviling-caused-by-concept-anger-st-ii-ii-q072-a004-resp'],['st.ii-ii.q072.a004.resp'],['explicit_textual'],"[""While one sin may arise from various causes , it is nevertheless said to have its source chiefly in that one from which it is wont to arise most frequently, through being closely connected with its end. Now reviling is closely connected with anger's end, whic""]",reviewed_doctrinal
edge.concept.reviling.harms_domain.concept.honor,concept.reviling,Reviling,wrong_act,harms_domain,concept.honor,Honor,domain,"['ann.concept-reviling-harms-domain-concept-honor-st-ii-ii-q072-a001-resp', 'ann.concept-reviling-harms-domain-concept-honor-st-ii-ii-q072-a002-resp']","['st.ii-ii.q072.a001.resp', 'st.ii-ii.q072.a002.resp']","['explicit_textual', 'strong_textual_inference']","['Reviling denotes the dishonoring of a person , and this happens in two ways: for since honor results from excellence, one person dishonors another, first, by depriving him of the excellence for which he i', ""ds are injurious to other persons , not as sounds, but as signs, and this signification depends on the speaker's inward intention . Hence, in sins of word, it seems that we ought to consider with what intention the words are uttered. Since then railing or reviling essentially denotes a di""]",reviewed_doctrinal
edge.concept.right_of_nations.species_of.concept.right,concept.right_of_nations,Right of Nations,object,species_of,concept.right,Right,object,['ann.concept-right-of-nations-species-of-concept-right-st-ii-ii-q057-a003-resp'],['st.ii-ii.q057.a003.resp'],['strong_textual_inference'],"['right which we call natural , is common to us and other animals according to the first kind of commensuration. But the right of nations falls short of natural right in this sense, as the jurist [Digest. i, 1; De Just. et Jure i] says because ""the latter is common to all animals, while the forme']",reviewed_doctrinal
edge.concept.robbery.harms_domain.concept.property,concept.robbery,Robbery,wrong_act,harms_domain,concept.property,Property,domain,['ann.concept-robbery-harms-domain-concept-property-st-ii-ii-q066-a004-resp'],['st.ii-ii.q066.a004.resp'],['strong_textual_inference'],"['Theft and robbery are vices contrary to justice , in as much as one man does another an injustice . Now ""no man suffers an injustice willingly,"" as stated in Ethic. v, 9. Wheref']",reviewed_doctrinal
edge.concept.robbery.opposed_by.concept.justice,concept.robbery,Robbery,wrong_act,opposed_by,concept.justice,Justice,virtue,['ann.concept-robbery-opposed-by-concept-justice-st-ii-ii-q066-a004-resp'],['st.ii-ii.q066.a004.resp'],['explicit_textual'],"['Theft and robbery are vices contrary to justice , in as much as one man does another an injustice . Now ""no man suffers an injustice willingly,"" as stated in Ethic. v, 9. Wherefore theft and robbery derive t']",reviewed_doctrinal
edge.concept.robbery.requires_restitution.concept.restitution,concept.robbery,Robbery,wrong_act,requires_restitution,concept.restitution,Restitution,act_type,"['ann.concept-robbery-requires-restitution-concept-restitution-st-ii-ii-q062-a002-resp', 'ann.concept-robbery-requires-restitution-concept-restitution-st-ii-ii-q062-a008-resp', 'ann.concept-robbery-requires-restitution-concept-restitution-st-ii-ii-q066-a008-resp']","['st.ii-ii.q062.a002.resp', 'st.ii-ii.q062.a008.resp', 'st.ii-ii.q066.a008.resp']",['strong_textual_inference'],"['Restitution as stated above ( Article 1 ) is an act of commutative justice , and this demands a certain equality. Wherefore restitution denotes the return of the thing unjustly taken; since it is by giving it back that equality is reestablished. If, however, i', ""Even as it is a sin against justice to take another's property, so also is it to withhold it, since, to withhold the property of another against the owner's will, is to deprive him of the use of what belongs to him, and to do him an injury. Now it is clear that it is wrong to remain in sin even"", 'Robbery implies a certain violence and coercion employed in taking unjustly from a man that which is his. Now in human society no man can exercise coercion except through public authority: and, consequently, if a private individual not']",reviewed_doctrinal
edge.concept.suicide.contrary_to.concept.common_good,concept.suicide,Suicide,wrong_act,contrary_to,concept.common_good,Common Good,end,['ann.concept-suicide-contrary-to-concept-common-good-st-ii-ii-q064-a005-resp'],['st.ii-ii.q064.a005.resp'],['explicit_textual'],"[""hole. Now every man is part of the community, and so, as such, he belongs to the community. Hence by killing himself he injures the community, as the Philosopher declares (Ethic. v, 11). Thirdly, because life is God's gift to man , and is subject to His power, Who kills and makes to live. Hence whoev""]",reviewed_doctrinal
edge.concept.suicide.harms_domain.concept.life,concept.suicide,Suicide,wrong_act,harms_domain,concept.life,Life,domain,['ann.concept-suicide-harms-domain-concept-life-st-ii-ii-q064-a005-resp'],['st.ii-ii.q064.a005.resp'],['explicit_textual'],"['It is altogether unlawful to kill oneself, for three reasons. First, because everything naturally loves itself, the result being that everything naturally keeps itself in being, and resists corruptions']",reviewed_doctrinal
edge.concept.tale_bearing.harms_domain.concept.friendship,concept.tale_bearing,Tale-Bearing,wrong_act,harms_domain,concept.friendship,Friendship,domain,"['ann.concept-tale-bearing-harms-domain-concept-friendship-st-ii-ii-q074-a001-resp', 'ann.concept-tale-bearing-harms-domain-concept-friendship-st-ii-ii-q074-a002-resp']","['st.ii-ii.q074.a001.resp', 'st.ii-ii.q074.a002.resp']","['explicit_textual', 'strong_textual_inference']","['his neighbor which are likely to defame him, or at least to depreciate his good name : whereas a tale-bearer intends to sever friendship, as appears from the gloss quoted above and from the saying of Proverbs 26:20 , ""Where the tale-bearer is taken away, contentions shall cease."" Hence it is tha', 'at he may be fitted for friendship. Therefore tale-bearing is a greater sin than backbiting or even reviling, because a friend is better than honor , and to be loved is better than to be honored , according to the Philosopher (Ethic. viii).']",reviewed_doctrinal
edge.concept.theft.contrary_to.concept.charity,concept.theft,Theft,wrong_act,contrary_to,concept.charity,Charity,virtue,['ann.concept-theft-contrary-to-concept-charity-st-ii-ii-q066-a006-resp'],['st.ii-ii.q066.a006.resp'],['explicit_textual'],"['As stated above, ( II-II:59:4 and Prima Secundae Partis, Question 72, Article 5 ), a mortal sin is one that is contrary to charity as the spiritual life of the soul . Now charity consists principally in the love of God , and secondarily in the love of our neighbor, which is shown in our wi']",reviewed_doctrinal
edge.concept.theft.harms_domain.concept.property,concept.theft,Theft,wrong_act,harms_domain,concept.property,Property,domain,['ann.concept-theft-harms-domain-concept-property-st-ii-ii-q066-a003-resp'],['st.ii-ii.q066.a003.resp'],['explicit_textual'],"['t , and consists in a thing being taken secretly: and in this respect it belongs properly to theft that it consists in ""taking another\'s thing secretly.""']",reviewed_doctrinal
edge.concept.theft.opposed_by.concept.justice,concept.theft,Theft,wrong_act,opposed_by,concept.justice,Justice,virtue,['ann.concept-theft-opposed-by-concept-justice-st-ii-ii-q066-a003-resp'],['st.ii-ii.q066.a003.resp'],['explicit_textual'],"[""Three things combine together to constitute theft . The first belongs to theft as being contrary to justice , which gives to each one that which is his, so that it belongs to theft to take possession of what is another's. The second thing belongs to theft as distinct""]",reviewed_doctrinal
edge.concept.theft.requires_restitution.concept.restitution,concept.theft,Theft,wrong_act,requires_restitution,concept.restitution,Restitution,act_type,"['ann.concept-theft-requires-restitution-concept-restitution-st-ii-ii-q062-a002-resp', 'ann.concept-theft-requires-restitution-concept-restitution-st-ii-ii-q062-a006-resp', 'ann.concept-theft-requires-restitution-concept-restitution-st-ii-ii-q066-a005-resp']","['st.ii-ii.q062.a002.resp', 'st.ii-ii.q062.a006.resp', 'st.ii-ii.q066.a005.resp']","['explicit_textual', 'strong_textual_inference']","['nce therefore the safeguarding of justice is necessary for salvation , it follows that it is necessary for salvation to restore what has been taken unjustly .', ""another's property, two points must be considered: the thing taken, and the taking. By reason of the thing taken, he is bound to restore it as long as he has it in his possession, since the thing that he has in addition to what is his, should be taken away from him, and given to him who lacks it"", 'If anyone consider what is meant by theft , he will find that it is sinful on two counts. First, because of its opposition to justice , which gives to each one what is his, so that for this reason theft is contrary to justice , through being a taking of what belongs to another. Secondly, beca']",reviewed_doctrinal
edge.concept.transgression.contrary_to.concept.justice,concept.transgression,Transgression,sin_type,contrary_to,concept.justice,Justice,virtue,['ann.concept-transgression-contrary-to-concept-justice-st-ii-ii-q079-a002-resp'],['st.ii-ii.q079.a002.resp'],['strong_textual_inference'],"['The term transgression is derived from bodily movement and applied to moral actions. Now a person is said to transgress in bodily movement, when he steps [graditur] beyond [trans] a fixed boundary—and it is a negative precept that fixes the boundary that man m']",reviewed_doctrinal
edge.concept.unjust_appeal.abuses_role.concept.defendant_role,concept.unjust_appeal,Unjust Appeal,wrong_act,abuses_role,concept.defendant_role,Defendant,role,['ann.concept-unjust-appeal-abuses-role-concept-defendant-role-st-ii-ii-q069-a003-resp'],['st.ii-ii.q069.a003.resp'],['strong_textual_inference'],"['There are two motives for which a man appeals. First through confidence in the justice of his cause , seeing that he is unjustly oppressed by the judge, and then it is lawful for him to appeal, because this is a prudent means of escape. Hence it is laid down (']",reviewed_doctrinal
edge.concept.unjust_appeal.corrupts_process.concept.judicial_process,concept.unjust_appeal,Unjust Appeal,wrong_act,corrupts_process,concept.judicial_process,Judicial Process,process,['ann.concept-unjust-appeal-corrupts-process-concept-judicial-process-st-ii-ii-q069-a003-resp'],['st.ii-ii.q069.a003.resp'],['strong_textual_inference'],"['There are two motives for which a man appeals. First through confidence in the justice of his cause , seeing that he is unjustly oppressed by the judge, and then it is lawful for him to appeal, because this is a prudent means of escape. Hence it is laid down (']",reviewed_doctrinal
edge.concept.unjust_detention.abuses_role.concept.judge_role,concept.unjust_detention,Unjust Detention,wrong_act,abuses_role,concept.judge_role,Judge,role,['ann.concept-unjust-detention-abuses-role-concept-judge-role-st-ii-ii-q065-a003-resp'],['st.ii-ii.q065.a003.resp'],['strong_textual_inference'],"['mprisoning or any kind of detention. Therefore it is unlawful to imprison or in any way detain a man, unless it be done according to the order of justice , either in punishment, or as a measure of precaution against some evil .']",reviewed_doctrinal
edge.concept.unjust_detention.harms_domain.concept.personal_liberty,concept.unjust_detention,Unjust Detention,wrong_act,harms_domain,concept.personal_liberty,Personal Liberty,domain,['ann.concept-unjust-detention-harms-domain-concept-personal-liberty-st-ii-ii-q065-a003-resp'],['st.ii-ii.q065.a003.resp'],['explicit_textual'],"['ndly, pleasure or rest of the senses, and to this striking or anything causing a sense of pain is opposed. Thirdly, the movement or use of the members, and this is hindered by binding or imprisoning or any kind of detention. Therefore it is unlawful to imprison or in any way detain a man, unless it be done ac']",reviewed_doctrinal
edge.concept.unjust_detention.requires_restitution.concept.restitution,concept.unjust_detention,Unjust Detention,wrong_act,requires_restitution,concept.restitution,Restitution,act_type,['ann.concept-unjust-detention-requires-restitution-concept-restitution-st-ii-ii-q062-a004-resp'],['st.ii-ii.q062.a004.resp'],['strong_textual_inference'],"['Whoever brings a loss upon another person , seemingly, takes from him the amount of the loss, since, according to the Philosopher (Ethic. v, 4) loss is so called from a man having ""less""* than his due.']",reviewed_doctrinal
edge.concept.unjust_judgment.abuses_role.concept.judge_role,concept.unjust_judgment,Unjust Judgment,wrong_act,abuses_role,concept.judge_role,Judge,role,['ann.concept-unjust-judgment-abuses-role-concept-judge-role-st-ii-ii-q067-a002-resp'],['st.ii-ii.q067.a002.resp'],['strong_textual_inference'],"['As stated above ( Article 1 ; II-II:60:6 ) it is the duty of a judge to pronounce judgment in as much as he exercises public authority, wherefore his judgment should be based on information acquired by him, not from his knowledge as a private individual , but from what he knows as a public per']",reviewed_doctrinal
edge.concept.unjust_judgment.corrupts_process.concept.judicial_process,concept.unjust_judgment,Unjust Judgment,wrong_act,corrupts_process,concept.judicial_process,Judicial Process,process,['ann.concept-unjust-judgment-corrupts-process-concept-judicial-process-st-ii-ii-q067-a002-resp'],['st.ii-ii.q067.a002.resp'],['strong_textual_inference'],"['As stated above ( Article 1 ; II-II:60:6 ) it is the duty of a judge to pronounce judgment in as much as he exercises public authority, wherefore his judgment should be based on information acquired by him, not from his knowledge as a private individual , but from what he knows as a public per']",reviewed_doctrinal
edge.concept.unjust_judgment.harms_domain.concept.truth_in_legal_proceedings,concept.unjust_judgment,Unjust Judgment,wrong_act,harms_domain,concept.truth_in_legal_proceedings,Truth in Legal Proceedings,domain,['ann.concept-unjust-judgment-harms-domain-concept-truth-in-legal-proceedings-st-ii-ii-q067-a002-resp'],['st.ii-ii.q067.a002.resp'],['strong_textual_inference'],"['As stated above ( Article 1 ; II-II:60:6 ) it is the duty of a judge to pronounce judgment in as much as he exercises public authority, wherefore his judgment should be based on information acquired by him, not from his knowledge as a private individual , but']",reviewed_doctrinal
edge.concept.unjust_killing.harms_domain.concept.life,concept.unjust_killing,Unjust Killing,wrong_act,harms_domain,concept.life,Life,domain,['ann.concept-unjust-killing-harms-domain-concept-life-st-ii-ii-q064-a006-resp'],['st.ii-ii.q064.a006.resp'],['strong_textual_inference'],"['sidered in two ways: first, in himself; secondly, in relation to something else. If we consider a man in himself, it is unlawful to kill any man , since in every man though he be sinful , we ought to love the nature which God has made, and which is destroyed by slaying him. Nevertheless, as stated above']",reviewed_doctrinal
edge.concept.usurped_judgment.abuses_role.concept.judge_role,concept.usurped_judgment,Usurped Judgment,wrong_act,abuses_role,concept.judge_role,Judge,role,['ann.concept-usurped-judgment-abuses-role-concept-judge-role-st-ii-ii-q060-a006-resp'],['st.ii-ii.q060.a006.resp'],['explicit_textual'],"['roved by public authority, so too it is unjust , if a man compels another to submit to a judgment that is pronounced by other than the public authority.']",reviewed_doctrinal
edge.concept.usurped_judgment.corrupts_process.concept.judicial_process,concept.usurped_judgment,Usurped Judgment,wrong_act,corrupts_process,concept.judicial_process,Judicial Process,process,['ann.concept-usurped-judgment-corrupts-process-concept-judicial-process-st-ii-ii-q060-a006-resp'],['st.ii-ii.q060.a006.resp'],['strong_textual_inference'],"['Since judgment should be pronounced according to the written law , as stated above ( Article 5 ), he that pronounces judgment, interprets, in a way, the letter of the law , by applying it to some particular case. Now since it belongs to the same authority to i']",reviewed_doctrinal
edge.concept.usurped_judgment.species_of.concept.unjust_judgment,concept.usurped_judgment,Usurped Judgment,wrong_act,species_of,concept.unjust_judgment,Unjust Judgment,wrong_act,['ann.concept-usurped-judgment-species-of-concept-unjust-judgment-st-ii-ii-q060-a006-resp'],['st.ii-ii.q060.a006.resp'],['strong_textual_inference'],"['Since judgment should be pronounced according to the written law , as stated above ( Article 5 ), he that pronounces judgment, interprets, in a way, the letter of the law , by applying it to some particular case. Now since it belongs to the same authority to i']",reviewed_doctrinal
edge.concept.usury.contrary_to.concept.justice,concept.usury,Usury,wrong_act,contrary_to,concept.justice,Justice,virtue,['ann.concept-usury-contrary-to-concept-justice-st-ii-ii-q078-a001-resp'],['st.ii-ii.q078.a001.resp'],['explicit_textual'],"['To take usury for money lent is unjust in itself, because this is to sell what does not exist , and this evidently leads to inequality which is contrary to justice . In order to make this evident, we must obs']",reviewed_doctrinal
edge.concept.usury.harms_domain.concept.fairness_in_exchange,concept.usury,Usury,wrong_act,harms_domain,concept.fairness_in_exchange,Fairness in Exchange,domain,"['ann.concept-usury-harms-domain-concept-fairness-in-exchange-st-ii-ii-q078-a001-resp', 'ann.concept-usury-harms-domain-concept-fairness-in-exchange-st-ii-ii-q078-a002-resp']","['st.ii-ii.q078.a001.resp', 'st.ii-ii.q078.a002.resp']","['explicit_textual', 'strong_textual_inference']","['ake usury for money lent is unjust in itself, because this is to sell what does not exist , and this evidently leads to inequality which is contrary to justice . In order to make this evident, we must observe that there are certain things the use of which consists in their consumption: thus we consume wine when we use', 'her (Ethic. iv, 1), a thing is reckoned as money ""if its value can be measured by money."" Consequently, just as it is a sin against justice , to take money, by tacit or express agreement, in return for lending money or anything else that is consumed by being used, so also is it a like sin , by taci']",reviewed_doctrinal
edge.concept.usury.requires_restitution.concept.restitution,concept.usury,Usury,wrong_act,requires_restitution,concept.restitution,Restitution,act_type,['ann.concept-usury-requires-restitution-concept-restitution-st-ii-ii-q078-a003-resp'],['st.ii-ii.q078.a003.resp'],['strong_textual_inference'],"['uch like things be extorted by means of usury, for instance money, wheat, wine and so forth, the lender is not bound to restore more than he received (since what is acquired by such things is the fruit not of the thing but of human industry), unless indeed the other party by losing some']",reviewed_doctrinal
edge.concept.witness_role.directed_to.concept.truth_in_legal_proceedings,concept.witness_role,Witness,role,directed_to,concept.truth_in_legal_proceedings,Truth in Legal Proceedings,domain,['ann.concept-witness-role-directed-to-concept-truth-in-legal-proceedings-st-ii-ii-q070-a001-resp'],['st.ii-ii.q070.a001.resp'],['strong_textual_inference'],"[""We must make a distinction in the matter of giving evidence: because sometimes a certain man's evidence is necessary , and sometimes not. If the necessary evidence is that of a man subject to a superior whom, in matters pertaining to justice , he is bound to obey, without dou""]",reviewed_doctrinal
