node_id,label,node_type,registry_status,description,notes
st.ii-ii.q025.a007,II-II q.25 a.7 — Do sinners love themselves?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q025.a008,II-II q.25 a.8 — Should we love our enemies out of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q025.a009,II-II q.25 a.9 — Are we bound to show them tokens of friendship?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q025.a010,II-II q.25 a.10 — Should we love the angels out of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q025.a011,II-II q.25 a.11 — Should we love the demons?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q025.a012,II-II q.25 a.12 — How to enumerate the things we are bound to love out of charity,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a001,II-II q.26 a.1 — Is there an order in charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a002,II-II q.26 a.2 — Should man love God more than his neighbor?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a003,II-II q.26 a.3 — More than himself?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a004,II-II q.26 a.4 — Should he love himself more than his neighbor?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a005,II-II q.26 a.5 — Should man love his neighbor more than his own body?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a006,II-II q.26 a.6 — Should he love one neighbor more than another?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a007,"II-II q.26 a.7 — Should he love more, a neighbor who is better, or one who is more closely united to him?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a008,"II-II q.26 a.8 — Should he love more, one who is akin to him by blood, or one who is united to him by other ties?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a009,"II-II q.26 a.9 — Should a man, out of charity, love his son more than his father?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a010,II-II q.26 a.10 — Should he love his mother more than his father?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a011,II-II q.26 a.11 — Should he love his wife more than his father or mother?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a012,II-II q.26 a.12 — Should we love those who are kind to us more than those whom we are kind to?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q026.a013,II-II q.26 a.13 — Does the order of charity endure in heaven?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a001,"II-II q.27 a.1 — Which is the more proper to charity, to love or to be loved?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a002,II-II q.27 a.2 — Is to love considered as an act of charity the same as goodwill?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a003,II-II q.27 a.3 — Should God be loved for His own sake?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a004,II-II q.27 a.4 — Can God be loved immediately in this life?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a005,II-II q.27 a.5 — Can God be loved wholly?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a006,II-II q.27 a.6 — Is the love of God according to measure?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a007,"II-II q.27 a.7 — Which is the better, to love one's friend, or one's enemy?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q027.a008,"II-II q.27 a.8 — Which is the better, to love God, or one's neighbor?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q028.a001,II-II q.28 a.1 — Is joy an effect of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q028.a002,II-II q.28 a.2 — Is this kind of joy compatible with sorrow?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q028.a003,II-II q.28 a.3 — Can this joy be full?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q028.a004,II-II q.28 a.4 — Is it a virtue?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q029.a001,II-II q.29 a.1 — Is peace the same as concord?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q029.a002,II-II q.29 a.2 — Do all things desire peace?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q029.a003,II-II q.29 a.3 — Is peace an effect of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q029.a004,II-II q.29 a.4 — Is peace a virtue?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q030.a001,II-II q.30 a.1 — Is evil the cause of mercy on the part of the person pitied?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q030.a002,II-II q.30 a.2 — To whom does it belong to pity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q030.a003,II-II q.30 a.3 — Is mercy a virtue?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q030.a004,II-II q.30 a.4 — Is it the greatest of virtues?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q031.a001,II-II q.31 a.1 — Is beneficence an act of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q031.a002,II-II q.31 a.2 — Should we be beneficent to all?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q031.a003,II-II q.31 a.3 — Should we be more beneficent to those who are more closely united to us?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q031.a004,II-II q.31 a.4 — Is beneficence a special virtue?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a001,II-II q.32 a.1 — Is almsgiving an act of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a002,II-II q.32 a.2 — The different kinds of alms,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a003,"II-II q.32 a.3 — Which alms are of greater account, spiritual or corporal?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a004,II-II q.32 a.4 — Do corporal alms have a spiritual effect?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a005,II-II q.32 a.5 — Is the giving of alms a matter of precept?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a006,II-II q.32 a.6 — Should corporal alms be given out of the things we need?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a007,II-II q.32 a.7 — Should corporal alms be given out of ill-gotten goods?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a008,II-II q.32 a.8 — Who can give alms?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a009,II-II q.32 a.9 — To whom should we give alms?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q032.a010,II-II q.32 a.10 — How should alms be given?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a001,II-II q.33 a.1 — Is fraternal correction an act of charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a002,II-II q.33 a.2 — Is it a matter of precept?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a003,"II-II q.33 a.3 — Does this precept bind all, or only superiors?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a004,II-II q.33 a.4 — Does this precept bind the subject to correct his superior?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a005,II-II q.33 a.5 — May a sinner correct anyone?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a006,II-II q.33 a.6 — Should one correct a person who becomes worse through being corrected?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a007,II-II q.33 a.7 — Should secret correction precede denouncement?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q033.a008,II-II q.33 a.8 — Should witnesses be called before denouncement?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q034.a001,II-II q.34 a.1 — Is it possible to hate God?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q034.a002,II-II q.34 a.2 — Is hatred of God the greatest of sins?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q034.a003,II-II q.34 a.3 — Is hatred of one's neighbor always a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q034.a004,II-II q.34 a.4 — Is it the greatest of all sins against our neighbor?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q034.a005,II-II q.34 a.5 — Is it a capital sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q034.a006,II-II q.34 a.6 — From what capital sin does it arise?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q035.a001,II-II q.35 a.1 — Is sloth a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q035.a002,II-II q.35 a.2 — Is it a special vice?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q035.a003,II-II q.35 a.3 — Is it a mortal sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q035.a004,II-II q.35 a.4 — Is it a capital sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q036.a001,II-II q.36 a.1 — What is envy?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q036.a002,II-II q.36 a.2 — Is it a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q036.a003,II-II q.36 a.3 — Is it a mortal sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q036.a004,"II-II q.36 a.4 — Is it a capital sin, and which are its daughters?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q037.a001,II-II q.37 a.1 — Is discord a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q037.a002,II-II q.37 a.2 — Is it a daughter of vainglory?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q038.a001,II-II q.38 a.1 — Is contention a mortal sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q038.a002,II-II q.38 a.2 — Is it a daughter of vainglory?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q039.a001,II-II q.39 a.1 — Is schism a special sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q039.a002,II-II q.39 a.2 — Is it graver than unbelief?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q039.a003,II-II q.39 a.3 — The power exercised by schismatics,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q039.a004,II-II q.39 a.4 — The punishment inflicted on them,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q040.a001,II-II q.40 a.1 — Is some kind of war lawful?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q040.a002,II-II q.40 a.2 — Is it lawful for clerics to fight?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q040.a003,II-II q.40 a.3 — Is it lawful for belligerents to lay ambushes?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q040.a004,II-II q.40 a.4 — Is it lawful to fight on holy days?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q041.a001,II-II q.41 a.1 — Is strife a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q041.a002,II-II q.41 a.2 — Is it a daughter of anger?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q042.a001,II-II q.42 a.1 — Is it a special sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q042.a002,II-II q.42 a.2 — Is it a mortal sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a001,II-II q.43 a.1 — What is scandal?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a002,II-II q.43 a.2 — Is scandal a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a003,II-II q.43 a.3 — Is it a special sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a004,II-II q.43 a.4 — Is it a mortal sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a005,II-II q.43 a.5 — Can the perfect be scandalized?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a006,II-II q.43 a.6 — Can they give scandal?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a007,II-II q.43 a.7 — Are spiritual goods to be foregone on account of scandal?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q043.a008,II-II q.43 a.8 — Are temporal things to be foregone on account of scandal?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a001,II-II q.44 a.1 — Should precepts be given about charity?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a002,II-II q.44 a.2 — Should there be one or two?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a003,II-II q.44 a.3 — Do two suffice?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a004,"II-II q.44 a.4 — Is it fittingly prescribed that we should love God, ""with thy whole heart""?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a005,"II-II q.44 a.5 — Is it fittingly added: ""With thy whole mind,"" etc.?",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a006,II-II q.44 a.6 — Is it possible to fulfil this precept in this life?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a007,"II-II q.44 a.7 — The precept: ""Thou shalt love thy neighbor as thyself""",article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q044.a008,II-II q.44 a.8 — Is the order of charity included in the precept?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q045.a001,II-II q.45 a.1 — Should wisdom be reckoned among the gifts of the Holy Ghost?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q045.a002,II-II q.45 a.2 — What is its subject?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q045.a003,II-II q.45 a.3 — Is wisdom only speculative or also practical?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q045.a004,II-II q.45 a.4 — Is the wisdom that is a gift compatible with mortal sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q045.a005,II-II q.45 a.5 — Is it in all those who have sanctifying grace?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q045.a006,II-II q.45 a.6 — Which beatitude corresponds to it?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q046.a001,II-II q.46 a.1 — Is folly contrary to wisdom?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q046.a002,II-II q.46 a.2 — Is folly a sin?,article,structural,Structural article node for the theological virtues tract.,
st.ii-ii.q046.a003,II-II q.46 a.3 — To which capital sin is it reducible?,article,structural,Structural article node for the theological virtues tract.,
