edge_id,subject_id,subject_label,subject_type,relation_type,object_id,object_label,object_type,support_annotation_ids,source_passage_ids,support_types,evidence_snippets,review_layer
edge.concept.simony.misuses_sacred_object.concept.spiritual_thing,concept.simony,Simony,sin_type,misuses_sacred_object,concept.spiritual_thing,Spiritual Thing,object,"[""ann.concept-simony-misuses-sacred-object-concept-spiritual-thing-st-ii-ii-q100-a001-resp""]","[""st.ii-ii.q100.a001.resp""]","[""explicit_textual""]","[""As stated above ( I-II:18:2 ) an act is evil generically when it bears on undue matter . Now a spiritual thing is undue matter for buying and selling for three reasons. First, because a spiritual thing cannot be appraised at any earthly price, even as it is said concern""]",reviewed_doctrinal
edge.concept.sortilege.species_of.concept.divination,concept.sortilege,Sortilege,sin_type,species_of,concept.divination,Divination,sin_type,"[""ann.concept-sortilege-species-of-concept-divination-st-ii-ii-q095-a003-resp""]","[""st.ii-ii.q095.a003.resp""]","[""explicit_textual""]","[""rving who throws the highest score; or by observing what catches the eye when one opens a book, all of which are named \""sortilege.\"" Accordingly it is clear that there are three kinds of divination . The first is when the demons are invoked openly, this comes under the head of \""necromancy\""""]",reviewed_doctrinal
edge.concept.superstition.excess_opposed_to.concept.religion,concept.superstition,Superstition,vice,excess_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-superstition-excess-opposed-to-concept-religion-st-ii-ii-q092-a001-resp""]","[""st.ii-ii.q092.a001.resp""]","[""explicit_textual""]","[""ought not, and in like manner as regards other circumstances, as the Philosopher shows (Ethic. iv, 1,2,3). Accordingly superstition is a vice contrary to religion by excess, not that it offers more to the divine worship than true religion, but because it offers divine worship either to whom it ought not, or in a manner it ought no""]",reviewed_doctrinal
edge.concept.superstitious_observance.excess_opposed_to.concept.religion,concept.superstitious_observance,Superstitious Observance,sin_type,excess_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-superstitious-observance-excess-opposed-to-concept-religion-st-ii-ii-q096-a003-resp""]","[""st.ii-ii.q096.a003.resp""]","[""strong_textual_inference""]","[""s , who strive to entangle men's minds with such like trifles. Accordingly it is evident that all these observances are superstitious and unlawful: they are apparently remains of idolatry , which authorized the observance of auguries, of lucky and unlucky days which is allied to divination by the stars, i""]",reviewed_doctrinal
edge.concept.superstitious_observance.species_of.concept.superstition,concept.superstitious_observance,Superstitious Observance,sin_type,species_of,concept.superstition,Superstition,vice,"[""ann.concept-superstitious-observance-species-of-concept-superstition-st-ii-ii-q092-a002-resp"", ""ann.concept-superstitious-observance-species-of-concept-superstition-st-ii-ii-q096-a003-resp""]","[""st.ii-ii.q092.a002.resp"", ""st.ii-ii.q096.a003.resp""]","[""explicit_textual""]","[""according to the precepts of God the object of that worship: and to this must be referred the superstition of certain \""observances.\"" Augustine alludes to these three (De Doctr. Christ. ii, 20), where he says that \""anything invented by man for making and worshipping idols is superstitious ,"", ""of the malice of the demons , who strive to entangle men's minds with such like trifles. Accordingly it is evident that all these observances are superstitious and unlawful: they are apparently remains of idolatry , which authorized the observance of auguries, of lucky and unlucky days which is allied to divination by""]",reviewed_doctrinal
edge.concept.temptation_of_god.deficiency_opposed_to.concept.religion,concept.temptation_of_god,Temptation of God,sin_type,deficiency_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-temptation-of-god-deficiency-opposed-to-concept-religion-st-ii-ii-q097-a003-resp""]","[""st.ii-ii.q097.a003.resp""]","[""explicit_textual""]","[""e for him: since no one presumes to tempt one of whose excellence he is sure. Hence it is manifest that to tempt God is a sin opposed to religion.""]",reviewed_doctrinal
edge.concept.tithes.directed_to.concept.divine_worship,concept.tithes,Tithes,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-tithes-directed-to-concept-divine-worship-st-ii-ii-q087-a001-resp""]","[""st.ii-ii.q087.a001.resp""]","[""explicit_textual""]","[""ge? Who planteth a vineyard and eateth not of the fruit thereof?\"" But the fixing of the proportion to be offered to the ministers of divine worship does not belong to the natural law , but was determined by divine institution, in accordance with the condition of that people to whom the law was being given.""]",reviewed_doctrinal
edge.concept.undue_worship_of_true_god.excess_opposed_to.concept.religion,concept.undue_worship_of_true_god,Undue Worship of the True God,sin_type,excess_opposed_to,concept.religion,Religion,virtue,"[""ann.concept-undue-worship-of-true-god-excess-opposed-to-concept-religion-st-ii-ii-q093-a001-resp""]","[""st.ii-ii.q093.a001.resp""]","[""explicit_textual""]","[""e truth . But just as a thing is signified by word, so it is by deed : and it is in this signification by deed that the outward worship of religion consists, as shown above ( II-II:81:07 ). Consequently, if anything false is signified by outward worship, this worship will be pernicious. Now thi""]",reviewed_doctrinal
edge.concept.undue_worship_of_true_god.misuses_sacred_object.concept.divine_worship,concept.undue_worship_of_true_god,Undue Worship of the True God,sin_type,misuses_sacred_object,concept.divine_worship,Divine Worship,domain,"[""ann.concept-undue-worship-of-true-god-misuses-sacred-object-concept-divine-worship-st-ii-ii-q093-a001-resp"", ""ann.concept-undue-worship-of-true-god-misuses-sacred-object-concept-divine-worship-st-ii-ii-q093-a002-resp""]","[""st.ii-ii.q093.a001.resp"", ""st.ii-ii.q093.a002.resp""]","[""explicit_textual""]","[""e truth . But just as a thing is signified by word, so it is by deed : and it is in this signification by deed that the outward worship of religion consists, as shown above ( II-II:81:07 ). Consequently, if anything false is signified by outward worship, this worship will be pernicious. Now thi"", ""general custom—which, according to Augustine [Ad Casulan. Ep. xxxvi], \""has the force of law \""—all this must be reckoned excessive and superstitious , because consisting, as it does, of mere externals, it has no connection with the internal worship of God . Hence Augustine (De Vera Relig. iii) quotes the wo""]",reviewed_doctrinal
edge.concept.undue_worship_of_true_god.species_of.concept.superstition,concept.undue_worship_of_true_god,Undue Worship of the True God,sin_type,species_of,concept.superstition,Superstition,vice,"[""ann.concept-undue-worship-of-true-god-species-of-concept-superstition-st-ii-ii-q092-a002-resp""]","[""st.ii-ii.q092.a002.resp""]","[""explicit_textual""]","[""hip may be given either to whom it ought to be given, namely, to the true God , but \""in an undue mode,\"" and this is the first species of superstition ; or to whom it ought not to be given, namely, to any creature whatsoever, and this is another genus of superstition, divided into many species in respect of t""]",reviewed_doctrinal
edge.concept.vow.concerns_sacred_object.concept.promise_to_god,concept.vow,Vow,act_type,concerns_sacred_object,concept.promise_to_god,Promise to God,object,"[""ann.concept-vow-concerns-sacred-object-concept-promise-to-god-st-ii-ii-q088-a001-resp"", ""ann.concept-vow-concerns-sacred-object-concept-promise-to-god-st-ii-ii-q088-a005-resp""]","[""st.ii-ii.q088.a001.resp"", ""st.ii-ii.q088.a005.resp""]","[""explicit_textual""]","[""A vow denotes a binding to do or omit some particular thing. Now one man binds himself to another by means of a promise, which is an act of the reason to which faculty it belongs to direct. For just as a man by commanding or praying , directs, in a fashion, what others are to do"", ""rvice of God is the proper act of latria . Now, it is evident from what has been said above ( 1 and 2 ) that a vow is a promise made to God , and that a promise is nothing else than a directing of the thing promised to the person to whom the promise is made. Hence a vow is a directing of the thing""]",reviewed_doctrinal
edge.concept.vow.directed_to.concept.divine_worship,concept.vow,Vow,act_type,directed_to,concept.divine_worship,Divine Worship,domain,"[""ann.concept-vow-directed-to-concept-divine-worship-st-ii-ii-q088-a005-resp""]","[""st.ii-ii.q088.a005.resp""]","[""explicit_textual""]","[""g of the thing promised to the person to whom the promise is made. Hence a vow is a directing of the thing vowed to the worship or service of God . And thus it is clear that to take a vow is properly an act of latria or religion.""]",reviewed_doctrinal
edge.concept.written_charm_observance.species_of.concept.superstitious_observance,concept.written_charm_observance,Written-Charm Observance,sin_type,species_of,concept.superstitious_observance,Superstitious Observance,sin_type,"[""ann.concept-written-charm-observance-species-of-concept-superstitious-observance-st-ii-ii-q096-a004-resp""]","[""st.ii-ii.q096.a004.resp""]","[""strong_textual_inference""]","[""In every incantation or wearing of written words, two points seem to demand caution. The first is the thing said or written, because if it is connected with invocation of the demons it is clearly superstitiou""]",reviewed_doctrinal
